Tons,Kms,Edad,Sesgo,Model,ID
4157.239999999998,3302.600000000001,539.45,1,A,AWOU5IMX
8855.989999999996,7057.3,1156.6166666666666,1,A,AWOU5IMX
37486.58000000001,29765.20000000001,4894.716666666666,0,A,AWOU5IMX
12363.000000000013,9213.999999999996,1576.2166666666667,1,A,AWOU5IMX
2327.1900000000014,1725.5999999999995,277.43333333333334,0,A,AWOU5IMX
44381.28999999999,34873.70000000003,5804.816666666667,1,A,AWOU5IMX
32327.110000000033,25239.599999999962,4202.15,1,A,AWOU5IMX
44655.37999999996,35507.999999999905,5882.233333333334,1,A,AWOU5IMX
48082.98,37370.90000000001,6155.783333333334,1,A,AWOU5IMX
2568.0099999999993,2020.0000000000002,329.8833333333333,1,A,AWOU5IMX
52140.609999999935,41247.69999999993,6827.1,1,A,AWOU5IMX
12491.240000000002,9850.500000000005,1635.1666666666667,1,A,AWOU5IMX
20790.120000000003,8464.59999999998,1438.7333333333333,1,B,6VABNMFW
7309.920000000003,2726.1999999999994,465.68333333333334,1,B,6VABNMFW
14055.000000000002,5454.400000000002,921.5166666666667,1,B,6VABNMFW
34079.99000000001,12597.199999999995,2143.0666666666666,1,B,6VABNMFW
22256.059999999976,8691.999999999996,1455.4333333333334,0,B,6VABNMFW
7364.24,2415.199999999999,427.9166666666667,1,B,6VABNMFW
21927.20999999997,8162.800000000001,1428.8833333333334,0,B,6VABNMFW
15167.14,6102.899999999998,1023.7833333333333,1,B,6VABNMFW
58280.89000000002,21789.500000000004,3843.2166666666667,1,B,6VABNMFW
13952.599999999991,5318.4000000000015,900.7,1,B,6VABNMFW
36435.65000000001,13802.200000000004,2338.9333333333334,1,B,6VABNMFW
6058.429999999995,2367.2000000000003,408.3666666666667,1,B,6VABNMFW
63915.82000000006,24630.899999999998,4201.666666666667,1,B,6VABNMFW
13707.329999999993,5256.299999999997,901.6333333333333,1,B,6VABNMFW
6867.9100000000035,2586.7000000000007,441.15,1,B,6VABNMFW
43448.75000000001,17035.700000000015,2868.0333333333333,1,B,6VABNMFW
22671.539999999994,8612.200000000008,1476.6333333333334,1,B,7PML7DX0
10514.88,3933.999999999999,676.9333333333333,1,B,7PML7DX0
28136.320000000007,11157.299999999992,1901.2833333333333,1,B,7PML7DX0
37875.82999999996,14478.200000000004,2486.9666666666667,0,B,7PML7DX0
13166.789999999995,5087.000000000002,922.2666666666667,1,B,7PML7DX0
15642.670000000004,6063.400000000007,1047.4666666666667,0,B,7PML7DX0
18687.440000000006,7120.9,1211.4166666666667,1,B,7PML7DX0
35408.08000000001,13717.299999999994,2322.5,1,B,7PML7DX0
8755.340000000011,3379.2,574.65,1,B,7PML7DX0
9250.839999999997,3627.8000000000006,617.9166666666666,1,B,7PML7DX0
48577.789999999986,17835.399999999998,3083.9166666666665,1,B,7PML7DX0
11662.520000000004,4504.2,763.3333333333334,1,B,7PML7DX0
29718.71000000002,12126.200000000008,2047.8833333333334,1,B,7PML7DX0
46358.799999999996,17411.199999999993,3026.7833333333333,1,B,7PML7DX0
9696.929999999998,3565.1000000000004,595.6,1,B,7PML7DX0
1253.4499999999998,953.5000000000001,159.06666666666666,1,A,WVSI44XE
3962.609999999999,2916.6000000000013,482.15,1,A,WVSI44XE
2128.2099999999996,1802.8999999999994,284.1333333333333,1,A,WVSI44XE
16874.089999999975,13166.700000000017,2208.266666666667,1,A,WVSI44XE
10071.760000000004,7289.7999999999965,1250.5166666666667,1,A,WVSI44XE
7531.5700000000015,5838.600000000001,964.3833333333333,1,A,WVSI44XE
5032.390000000004,4007.3000000000015,651.9666666666667,1,A,WVSI44XE
2236.07,1778.8000000000002,287.35,0,A,WVSI44XE
3241.5499999999993,2521.2000000000007,425.96666666666664,1,A,WVSI44XE
12828.029999999984,10147.199999999983,1671.9833333333333,0,A,WVSI44XE
19005.10000000002,14322.899999999989,2422.9666666666667,1,A,WVSI44XE
12267.82,9194.700000000006,1527.4833333333333,1,A,WVSI44XE
13380.73999999999,10770.999999999998,1752.35,1,A,WVSI44XE
8349.219999999992,6430.600000000001,1098.55,1,A,WVSI44XE
9491.570000000009,7602.200000000001,1246.8166666666666,1,A,WVSI44XE
9114.430000000004,7002.999999999999,1154.6666666666667,1,A,WVSI44XE
10296.0,8422.500000000007,1358.7,1,A,WVSI44XE
25264.250000000004,19127.300000000007,3194.266666666667,1,A,WVSI44XE
29467.799999999956,23341.599999999995,4018.0333333333333,1,A,WVSI44XE
5354.659999999997,4291.699999999999,699.5166666666667,1,A,WVSI44XE
24647.199999999975,18907.39999999999,3149.366666666667,1,A,WVSI44XE
6291.740000000003,4911.1,818.0333333333333,1,A,WVSI44XE
17163.61000000002,13492.700000000003,2276.2,1,A,WVSI44XE
1929.4500000000003,1550.9999999999993,255.68333333333334,1,A,WVSI44XE
6147.600000000001,4580.799999999996,764.45,1,A,WVSI44XE
34416.360000000066,27364.400000000023,4596.383333333333,1,A,WVSI44XE
2758.5900000000006,2131.0,355.03333333333336,1,A,WVSI44XE
2744.2799999999997,2069.2999999999997,353.23333333333335,1,A,WVSI44XE
19645.479999999992,15496.29999999999,2537.1833333333334,1,A,WVSI44XE
15099.719999999981,11541.30000000001,2020.2333333333333,1,A,WVSI44XE
19540.729999999974,15228.999999999996,2574.1833333333334,1,A,WVSI44XE
8767.819999999998,6925.7,1117.1166666666666,1,A,WVSI44XE
11060.139999999989,8482.999999999998,1414.5333333333333,1,A,WVSI44XE
3571.7999999999997,2653.1999999999994,437.43333333333334,1,A,WVSI44XE
3464.8999999999987,2844.2,482.65,1,A,WVSI44XE
19318.220000000012,15282.3,2501.4666666666667,1,A,WVSI44XE
21258.56999999999,15998.19999999999,2654.266666666667,1,A,12ZHA8WI
10839.579999999998,8075.100000000006,1344.0333333333333,1,A,12ZHA8WI
13566.339999999995,10130.000000000015,1697.6833333333334,1,A,12ZHA8WI
5329.860000000006,4144.6,681.2833333333333,0,A,12ZHA8WI
6834.2999999999965,5635.300000000001,908.3,1,A,12ZHA8WI
2580.300000000001,1847.8999999999992,305.3833333333333,1,A,12ZHA8WI
8528.039999999997,6627.999999999997,1081.5333333333333,0,A,12ZHA8WI
7571.930000000003,6230.699999999994,1042.15,1,A,12ZHA8WI
1855.9800000000005,1499.6000000000004,248.28333333333333,1,A,12ZHA8WI
20701.240000000005,16952.0,2755.3333333333335,1,A,12ZHA8WI
3230.3199999999983,2984.200000000001,475.93333333333334,1,A,12ZHA8WI
5067.559999999996,3975.2000000000003,652.2,1,A,12ZHA8WI
18938.269999999982,14485.899999999996,2447.4166666666665,1,A,12ZHA8WI
8327.440000000002,5971.099999999998,1004.0,1,A,12ZHA8WI
2984.019999999999,2427.8,407.96666666666664,1,A,12ZHA8WI
25006.119999999995,19610.49999999998,3255.9333333333334,1,A,12ZHA8WI
15213.250000000011,11774.299999999992,1942.2666666666667,1,A,12ZHA8WI
8290.430000000004,6363.300000000003,1037.9666666666667,1,A,12ZHA8WI
10649.3,8005.000000000001,1337.0833333333333,1,A,12ZHA8WI
4690.330000000002,3436.099999999997,565.45,1,A,12ZHA8WI
22651.34999999997,17142.099999999984,2865.5666666666666,1,A,12ZHA8WI
7107.0999999999985,5508.300000000004,898.7166666666667,1,A,12ZHA8WI
4117.8499999999985,3004.9,504.3333333333333,1,A,12ZHA8WI
6181.089999999998,4759.699999999999,782.9,1,A,12ZHA8WI
10410.370000000015,8131.899999999997,1342.95,1,A,12ZHA8WI
15249.559999999996,11916.199999999997,1945.5666666666666,1,A,12ZHA8WI
14589.369999999999,11653.899999999987,1909.3166666666666,1,A,12ZHA8WI
4238.85,3165.0,536.65,1,A,12ZHA8WI
15430.419999999982,12215.800000000007,1998.2833333333333,1,A,12ZHA8WI
10853.77,8063.799999999995,1332.3166666666666,1,A,12ZHA8WI
2361.47,1757.9000000000005,275.95,1,A,12ZHA8WI
6824.569999999999,5581.000000000003,912.0166666666667,1,A,H4R6Y02Y
18518.310000000016,13836.100000000011,2319.983333333333,1,A,H4R6Y02Y
21214.759999999995,16897.399999999994,2791.4666666666667,0,A,H4R6Y02Y
17712.18,13703.900000000014,2289.9,0,A,H4R6Y02Y
3481.660000000002,2898.0999999999995,484.6666666666667,1,A,H4R6Y02Y
7573.840000000006,6184.599999999998,1008.9166666666666,1,A,H4R6Y02Y
10163.139999999996,7807.699999999994,1306.9166666666667,1,A,H4R6Y02Y
15239.149999999992,11950.999999999995,1966.15,1,A,H4R6Y02Y
26654.749999999953,20661.599999999988,3444.5666666666666,1,A,H4R6Y02Y
347.44000000000005,238.60000000000002,36.9,1,A,H4R6Y02Y
5726.1399999999985,4367.0,719.4333333333333,1,A,H4R6Y02Y
19073.57000000001,14987.199999999979,2454.8333333333335,1,A,H4R6Y02Y
22118.150000000005,16577.699999999997,2740.0333333333333,1,A,H4R6Y02Y
5653.559999999998,4390.600000000001,739.0833333333334,1,A,H4R6Y02Y
7204.480000000001,5393.600000000003,885.4333333333333,1,A,H4R6Y02Y
5097.419999999995,4034.6000000000013,653.0333333333333,1,A,H4R6Y02Y
17805.840000000015,14152.1,2347.9666666666667,1,A,H4R6Y02Y
2227.509999999999,1588.0000000000007,264.3833333333333,1,A,3A6STZAR
27123.52000000003,21315.700000000015,3688.05,1,A,3A6STZAR
16623.04999999999,12991.799999999994,2164.2,0,A,3A6STZAR
13864.559999999992,10697.50000000001,1752.1666666666667,1,A,3A6STZAR
1861.4399999999998,1366.5000000000005,227.55,1,A,3A6STZAR
3958.19,2984.5000000000005,484.01666666666665,0,A,3A6STZAR
20841.11999999996,16232.300000000007,2753.733333333333,1,A,3A6STZAR
1414.1699999999998,1134.8,176.11666666666667,1,A,3A6STZAR
1514.6500000000008,1224.1000000000001,199.66666666666666,1,A,3A6STZAR
6172.71,4925.9,813.8,1,A,3A6STZAR
9142.69000000001,7252.4000000000015,1187.1666666666667,1,A,3A6STZAR
7718.590000000001,5726.9,933.7333333333333,1,A,3A6STZAR
1180.19,997.1000000000003,161.7,1,A,3A6STZAR
3663.17,2786.7999999999997,453.68333333333334,1,A,3A6STZAR
26058.919999999973,20492.300000000003,3385.1833333333334,1,A,3A6STZAR
36395.84000000004,27976.499999999993,4648.733333333334,1,A,3A6STZAR
6157.639999999999,4550.199999999999,747.8333333333334,1,A,3A6STZAR
7209.109999999994,5504.4,968.45,1,A,3A6STZAR
1731.2899999999997,1465.9000000000003,238.48333333333332,1,A,3A6STZAR
22930.86000000003,17855.700000000015,2968.5666666666666,1,A,3A6STZAR
792.9399999999997,629.8000000000001,101.06666666666666,1,A,3A6STZAR
6737.790000000002,5383.1,883.6833333333333,1,A,3A6STZAR
4342.109999999995,3311.1,563.5166666666667,1,A,3A6STZAR
5362.280000000003,4280.499999999998,691.8333333333334,1,A,3A6STZAR
3805.3000000000015,2971.3999999999996,484.26666666666665,1,A,3A6STZAR
2674.0799999999995,2142.399999999999,337.1333333333333,1,A,3A6STZAR
40535.25000000004,30775.40000000002,5345.016666666666,1,A,3A6STZAR
32497.140000000003,25260.500000000065,4303.333333333333,1,A,3A6STZAR
8973.24,7216.000000000001,1181.0166666666667,1,A,3A6STZAR
15603.139999999992,12261.899999999994,2119.1666666666665,1,A,3A6STZAR
20817.669999999976,16732.400000000016,2721.3333333333335,1,A,3A6STZAR
7820.359999999996,6212.200000000003,1024.4666666666667,1,A,3A6STZAR
2269.45,1730.8000000000002,282.4166666666667,1,A,3A6STZAR
30172.71000000003,23445.300000000007,3887.9333333333334,1,A,3A6STZAR
22191.73,17869.09999999998,2926.483333333333,1,A,3A6STZAR
11625.58,9572.499999999995,1579.1333333333334,1,A,3A6STZAR
20001.660000000018,15080.500000000016,2472.366666666667,1,A,3A6STZAR
11503.48000000001,8881.900000000005,1455.4333333333334,1,A,3A6STZAR
3385.5800000000004,2726.7,447.6333333333333,1,A,3A6STZAR
2326.2,1783.0999999999992,294.05,1,A,3A6STZAR
13361.069999999994,9980.4,1673.9666666666667,1,A,3A6STZAR
4823.940000000001,3452.6999999999994,567.5666666666667,1,A,3A6STZAR
6513.010000000002,5157.600000000006,844.9166666666666,1,A,3A6STZAR
42302.52000000006,15963.199999999968,2738.85,1,B,TS5TPP35
13457.619999999997,5481.2,902.8833333333333,1,B,TS5TPP35
9863.219999999996,4033.5,672.9333333333333,1,B,TS5TPP35
11175.920000000002,4404.099999999994,765.9333333333333,1,B,TS5TPP35
